Multi-GPU support is disabled. Using a single GPU.
+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/fineweb10B/fineweb_train_*.bin            |
| val data pattern      | dev/data/fineweb10B/fineweb_val_*.bin              |
| output log dir        | log124M                                            |
| checkpoint_every      | 5000                                               |
| resume                | 0                                                  |
| micro batch size B    | 32                                                 |
| sequence length T     | 1024                                               |
| total batch size      | 524288                                             |
| LR scheduler          | cosine                                             |
| learning rate (LR)    | 6.000000e-04                                       |
| warmup iterations     | 700                                                |
| final LR fraction     | 0.000000e+00                                       |
| weight decay          | 1.000000e-01                                       |
| skip update lossz     | 0.000000                                           |
| skip update gradz     | 0.000000                                           |
| max_steps             | -1                                                 |
| val_loss_every        | 250                                                |
| val_max_steps         | 20                                                 |
| sample_every          | 20000                                              |
| genT                  | 64                                                 |
| overfit_single_batch  | 0                                                  |
| use_master_weights    | enabled                                            |
| gelu_fusion           | 0                                                  |
| recompute             | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA A100-PCIE-40GB                              |
| peak TFlops           | 312.0                                              |
| precision             | BF16                                               |
+-----------------------+----------------------------------------------------+
| weight init method    | d12                                                |
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 19560                                              |
| val_num_batches       | 20                                                 |
+-----------------------+----------------------------------------------------+
| run hellaswag         | yes                                                |
+-----------------------+----------------------------------------------------+
| num_processes         | 1                                                  |
| zero_stage            | 1                                                  |
+-----------------------+----------------------------------------------------+
num_parameters: 124475904 => bytes: 248951808
allocated 237 MiB for model parameters
batch_size B=32 * seq_len T=1024 * num_processes=1 and total_batch_size=524288
=> setting grad_accum_steps=16
---
WARNING: Failed to open the tokenizer file gpt2_tokenizer.bin
The Tokenizer is a new feature added April 14 2024.
Re-run `python train_gpt2.py` to write it
---
allocating 237 MiB for parameter gradients
allocating 19806 MiB for activations
allocating 474 MiB for AdamW optimizer state m
allocating 474 MiB for AdamW optimizer state v
allocating 474 MiB for master copy of params
device memory usage: 22198 MiB / 40338 MiB
memory per sequence: 618 MiB
 -> estimated maximum batch size: 61
val loss nan
step    1/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.57e-07 | 3994.72 ms | 33.8% bf16 MFU | 131245 tok/s
step   40/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.43e-05 | 3610.50 ms | 37.4% bf16 MFU | 145472 tok/s
step   41/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.51e-05 | 3605.59 ms | 37.4% bf16 MFU | 145468 tok/s
step   42/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.60e-05 | 3608.75 ms | 37.4% bf16 MFU | 145458 tok/s
step   43/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.69e-05 | 3606.20 ms | 37.4% bf16 MFU | 145454 tok/s
step   44/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.77e-05 | 3609.73 ms | 37.4% bf16 MFU | 145442 tok/s
step   45/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.86e-05 | 3607.00 ms | 37.4% bf16 MFU | 145437 tok/s
step   46/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.94e-05 | 3614.55 ms | 37.4% bf16 MFU | 145415 tok/s
step   47/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.03e-05 | 3607.41 ms | 37.4% bf16 MFU | 145411 tok/s
step   48/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.11e-05 | 3603.73 ms | 37.5% bf16 MFU | 145415 tok/s
step   49/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.20e-05 | 3611.17 ms | 37.4% bf16 MFU | 145403 tok/s
step   50/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.29e-05 | 3606.90 ms | 37.4% bf16 MFU | 145400 tok/s
step   51/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.37e-05 | 3612.23 ms | 37.4% bf16 MFU | 145386 tok/s
step   52/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.46e-05 | 3609.79 ms | 37.4% bf16 MFU | 145378 tok/s
step   53/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.54e-05 | 3612.99 ms | 37.4% bf16 MFU | 145364 tok/s
step   54/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.63e-05 | 3608.85 ms | 37.4% bf16 MFU | 145359 tok/s
step   55/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.71e-05 | 3613.47 ms | 37.4% bf16 MFU | 145345 tok/s
step   56/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.80e-05 | 3608.25 ms | 37.4% bf16 MFU | 145343 tok/s
step   57/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.89e-05 | 3606.02 ms | 37.4% bf16 MFU | 145345 tok/s
step   58/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.97e-05 | 3606.03 ms | 37.4% bf16 MFU | 145348 tok/s
step   59/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.06e-05 | 3603.32 ms | 37.5% bf16 MFU | 145356 tok/s
step   60/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.14e-05 | 3615.47 ms | 37.3% bf16 MFU | 145338 tok/s
step   61/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.23e-05 | 3616.86 ms | 37.3% bf16 MFU | 145318 tok/s
step   62/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.31e-05 | 3616.94 ms | 37.3% bf16 MFU | 145299 tok/s
step   63/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.40e-05 | 3625.10 ms | 37.2% bf16 MFU | 145264 tok/s
step   64/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.49e-05 | 3617.88 ms | 37.3% bf16 MFU | 145246 tok/s
step   65/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.57e-05 | 3614.09 ms | 37.4% bf16 MFU | 145237 tok/s
step   66/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.66e-05 | 3613.72 ms | 37.4% bf16 MFU | 145229 tok/s
step   67/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.74e-05 | 3612.35 ms | 37.4% bf16 MFU | 145224 tok/s
step   68/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.83e-05 | 3615.30 ms | 37.3% bf16 MFU | 145213 tok/s
step   69/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.91e-05 | 3613.20 ms | 37.4% bf16 MFU | 145208 tok/s
step   70/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.00e-05 | 3605.21 ms | 37.5% bf16 MFU | 145219 tok/s
step   71/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.09e-05 | 3616.29 ms | 37.3% bf16 MFU | 145206 tok/s
step   72/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.17e-05 | 3821.63 ms | 35.3% bf16 MFU | 144795 tok/s
step   73/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.26e-05 | 3612.53 ms | 37.4% bf16 MFU | 144812 tok/s
step   74/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.34e-05 | 3614.68 ms | 37.4% bf16 MFU | 144824 tok/s
step   75/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.43e-05 | 3614.22 ms | 37.4% bf16 MFU | 144836 tok/s
step   76/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.51e-05 | 3649.69 ms | 37.0% bf16 MFU | 144776 tok/s
step   77/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.60e-05 | 3612.85 ms | 37.4% bf16 MFU | 144793 tok/s
step   78/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.69e-05 | 3616.20 ms | 37.3% bf16 MFU | 144803 tok/s
step   79/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.77e-05 | 3609.99 ms | 37.4% bf16 MFU | 144825 tok/s
step   80/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.86e-05 | 3650.78 ms | 37.0% bf16 MFU | 144763 tok/s
step   81/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.94e-05 | 3627.39 ms | 37.2% bf16 MFU | 144751 tok/s
step   82/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.03e-05 | 3618.95 ms | 37.3% bf16 MFU | 144758 tok/s
step   83/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.11e-05 | 3624.21 ms | 37.3% bf16 MFU | 144753 tok/s
step   84/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.20e-05 | 3617.67 ms | 37.3% bf16 MFU | 144761 tok/s
step   85/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.29e-05 | 3622.99 ms | 37.3% bf16 MFU | 144759 tok/s
step   86/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.37e-05 | 3615.84 ms | 37.3% bf16 MFU | 144771 tok/s
step   87/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.46e-05 | 3609.83 ms | 37.4% bf16 MFU | 144795 tok/s
step   88/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.54e-05 | 3607.89 ms | 37.4% bf16 MFU | 144821 tok/s
step   89/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.63e-05 | 3620.91 ms | 37.3% bf16 MFU | 144820 tok/s
step   90/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.71e-05 | 3620.20 ms | 37.3% bf16 MFU | 144820 tok/s
step   91/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.80e-05 | 3613.11 ms | 37.4% bf16 MFU | 144834 tok/s
step   92/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.89e-05 | 3616.39 ms | 37.3% bf16 MFU | 144841 tok/s
step   93/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.97e-05 | 3625.11 ms | 37.2% bf16 MFU | 144831 tok/s
step   94/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.06e-05 | 3620.13 ms | 37.3% bf16 MFU | 144830 tok/s
step   95/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.14e-05 | 3616.25 ms | 37.3% bf16 MFU | 144838 tok/s
step   96/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.23e-05 | 3617.07 ms | 37.3% bf16 MFU | 144844 tok/s
step   97/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.31e-05 | 3613.42 ms | 37.4% bf16 MFU | 144856 tok/s
step   98/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.40e-05 | 3621.02 ms | 37.3% bf16 MFU | 144853 tok/s
step   99/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.49e-05 | 3613.67 ms | 37.4% bf16 MFU | 144865 tok/s
step  100/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.57e-05 | 3616.slurmstepd: error: *** JOB 11679010 ON g002 CANCELLED AT 2024-10-10T18:59:58 DUE TO TIME LIMIT ***
