Multi-GPU support is disabled. Using a single GPU.
+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/fineweb10B/fineweb_train_*.bin            |
| val data pattern      | dev/data/fineweb10B/fineweb_val_*.bin              |
| output log dir        | log124M                                            |
| checkpoint_every      | 5000                                               |
| resume                | 0                                                  |
| micro batch size B    | 32                                                 |
| sequence length T     | 1024                                               |
| total batch size      | 524288                                             |
| LR scheduler          | cosine                                             |
| learning rate (LR)    | 6.000000e-04                                       |
| warmup iterations     | 700                                                |
| final LR fraction     | 0.000000e+00                                       |
| weight decay          | 1.000000e-01                                       |
| skip update lossz     | 0.000000                                           |
| skip update gradz     | 0.000000                                           |
| max_steps             | -1                                                 |
| val_loss_every        | 250                                                |
| val_max_steps         | 20                                                 |
| sample_every          | 20000                                              |
| genT                  | 64                                                 |
| overfit_single_batch  | 0                                                  |
| use_master_weights    | enabled                                            |
| gelu_fusion           | 0                                                  |
| recompute             | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA A100-PCIE-40GB                              |
| peak TFlops           | 312.0                                              |
| precision             | BF16                                               |
+-----------------------+----------------------------------------------------+
| weight init method    | d12                                                |
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 19560                                              |
| val_num_batches       | 20                                                 |
+-----------------------+----------------------------------------------------+
| run hellaswag         | yes                                                |
+-----------------------+----------------------------------------------------+
| num_processes         | 1                                                  |
| zero_stage            | 1                                                  |
+-----------------------+----------------------------------------------------+
num_parameters: 124475904 => bytes: 248951808
allocated 237 MiB for model parameters
batch_size B=32 * seq_len T=1024 * num_processes=1 and total_batch_size=524288
=> setting grad_accum_steps=16
---
WARNING: Failed to open the tokenizer file gpt2_tokenizer.bin
The Tokenizer is a new feature added April 14 2024.
Re-run `python train_gpt2.py` to write it
---
allocating 237 MiB for parameter gradients
allocating 19806 MiB for activations
allocating 474 MiB for AdamW optimizer state m
allocating 474 MiB for AdamW optimizer state v
allocating 474 MiB for master copy of params
device memory usage: 22198 MiB / 40338 MiB
memory per sequence: 618 MiB
 -> estimated maximum batch size: 61
val loss nan
step    1/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.57e-07 | 3914.05 ms | 34.5% bf16 MFU | 133950 tok/s
step   19/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.63e-05 | 3695.89 ms | 36.5% bf16 MFU | 144628 tok/s
step   20/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.71e-05 | 3703.21 ms | 36.5% bf16 MFU | 144383 tok/s
step   21/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.80e-05 | 3615.65 ms | 37.3% bf16 MFU | 144431 tok/s
step   22/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.89e-05 | 3591.41 ms | 37.6% bf16 MFU | 144549 tok/s
step   23/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.97e-05 | 3587.77 ms | 37.6% bf16 MFU | 144666 tok/s
step   24/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.06e-05 | 3595.71 ms | 37.5% bf16 MFU | 144749 tok/s
step   25/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.14e-05 | 3621.97 ms | 37.3% bf16 MFU | 144749 tok/s
step   26/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.23e-05 | 3600.62 ms | 37.5% bf16 MFU | 144808 tok/s
step   27/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.31e-05 | 3597.69 ms | 37.5% bf16 MFU | 144871 tok/s
step   28/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.40e-05 | 3654.78 ms | 36.9% bf16 MFU | 144776 tok/s
step   29/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.49e-05 | 3606.96 ms | 37.4% bf16 MFU | 144814 tok/s
step   30/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.57e-05 | 3603.24 ms | 37.5% bf16 MFU | 144859 tok/s
step   31/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.66e-05 | 3673.61 ms | 36.8% bf16 MFU | 144723 tok/s
step   32/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.74e-05 | 3647.78 ms | 37.0% bf16 MFU | 144660 tok/s
step   33/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.83e-05 | 3610.97 ms | 37.4% bf16 MFU | 144693 tok/s
step   34/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.91e-05 | 3604.62 ms | 37.5% bf16 MFU | 144739 tok/s
step   35/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.00e-05 | 3611.33 ms | 37.4% bf16 MFU | 144766 tok/s
step   36/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.09e-05 | 3609.19 ms | 37.4% bf16 MFU | 144796 tok/s
step   37/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.17e-05 | 3668.21 ms | 36.8% bf16 MFU | 144685 tok/s
step   38/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.26e-05 | 3635.01 ms | 37.1% bf16 MFU | 144658 tok/s
step   39/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.34e-05 | 3777.22 ms | 35.7% bf16 MFU | 144317 tok/s
step   40/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.43e-05 | 3609.80 ms | 37.4% bf16 MFU | 144370 tok/s
step   41/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.51e-05 | 3615.54 ms | 37.3% bf16 MFU | 144407 tok/s
step   42/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.60e-05 | 3632.74 ms | 37.2% bf16 MFU | 144402 tok/s
step   43/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.69e-05 | 3606.91 ms | 37.4% bf16 MFU | 144456 tok/s
step   44/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.77e-05 | 3606.61 ms | 37.4% bf16 MFU | 144508 tok/s
step   45/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.86e-05 | 3627.00 ms | 37.2% bf16 MFU | 144510 tok/s
step   46/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.94e-05 | 3608.09 ms | 37.4% bf16 MFU | 144554 tok/s
step   47/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.03e-05 | 3666.49 ms | 36.8% bf16 MFU | 144468 tok/s
step   48/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.11e-05 | 3758.17 ms | 35.9% bf16 MFU | 144196 tok/s
step   49/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.20e-05 | 3655.08 ms | 36.9% bf16 MFU | 144154 tok/s
step   50/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.29e-05 | 3604.40 ms | 37.5% bf16 MFU | 144225 tok/s
step   51/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.37e-05 | 3605.78 ms | 37.4% bf16 MFU | 144289 tok/s
step   52/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.46e-05 | 3608.09 ms | 37.4% bf16 MFU | 144344 tok/s
step   53/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.54e-05 | 3604.70 ms | 37.5% bf16 MFU | 144403 tok/s
step   54/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.63e-05 | 3606.35 ms | 37.4% bf16 MFU | 144455 tok/s
step   55/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.71e-05 | 3607.91 ms | 37.4% bf16 MFU | 144501 tok/s
step   56/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.80e-05 | 3610.98 ms | 37.4% bf16 MFU | 144538 tok/s
step   57/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.89e-05 | 3675.54 ms | 36.7% bf16 MFU | 144438 tok/s
step   58/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.97e-05 | 3625.06 ms | 37.2% bf16 MFU | 144448 tok/s
step   59/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.06e-05 | 3619.23 ms | 37.3% bf16 MFU | 144470 tok/s
step   60/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.14e-05 | 3619.59 ms | 37.3% bf16 MFU | 144489 tok/s
step   61/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.23e-05 | 3610.16 ms | 37.4% bf16 MFU | 144528 tok/s
step   62/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.31e-05 | 3601.41 ms | 37.5% bf16 MFU | 144583 tok/s
step   63/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.40e-05 | 3616.20 ms | 37.3% bf16 MFU | 144604 tok/s
step   64/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.49e-05 | 3681.66 ms | 36.7% bf16 MFU | 144489 tok/s
step   65/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.57e-05 | 3623.04 ms | 37.3% bf16 MFU | 144501 tok/s
step   66/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.66e-05 | 3676.29 ms | 36.7% bf16 MFU | 144403 tok/s
step   67/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.74e-05 | 3605.69 ms | 37.4% bf16 MFU | 144455 tok/s
step   68/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.83e-05 | 3624.82 ms | 37.2% bf16 MFU | 144464 tok/s
step   69/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.91e-05 | 3654.64 ms | 36.9% bf16 MFU | 144412 tok/s
step   70/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.00e-05 | 3650.46 ms | 37.0% bf16 MFU | 144372 tok/s
step   71/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.09e-05 | 3612.99 ms | 37.4% bf16 MFU | 144410 tok/s
step   72/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.17e-05 | 3637.85 ms | 37.1% bf16 MFU | 144395 tok/s
step   73/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.26e-05 | 3664.27 ms | 36.8% bf16 MFU | 144328 tok/s
step   74/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.34e-05 | 3607.39 ms | 37.4% bf16 MFU | 144379 tok/s
step   75/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.43e-05 | 3622.72 ms | 37.3% bf16 MFU | 144397 tok/s
step   76/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.51e-05 | 3640.46 ms | 37.1% bf16 MFU | 144377 tok/s
step   77/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.60e-05 | 3607.02 ms | 37.4% bf16 MFU | 144427 tok/s
step   78/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.69e-05 | 3643.00 ms | 37.1% bf16 MFU | 144401 tok/s
step   79/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.77e-05 | 3613.55 ms | 37.4% bf16 MFU | 144436 tok/s
step   80/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.86e-05 | 3648.95 ms | 37.0% bf16 MFU | 144398 tok/s
step   81/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.94e-05 | 3640.59 ms | 37.1% bf16 MFU | 144378 tok/s
step   82/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.03e-05 | 3613.12 ms | 37.4% bf16 MFU | 144415 tok/s
step   83/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.11e-05 | 3607.82 ms | 37.4% bf16 MFU | 144461 tok/s
step   84/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.20e-05 | 3611.38 ms | 37.4% bf16 MFU | 144497 tok/s
step   85/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.29e-05 | 3609.32 ms | 37.4% bf16 MFU | 144536 tok/s
step   86/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.37e-05 | 3626.95 ms | 37.2% bf16 MFU | 144537 tok/s
step   87/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.46e-05 | 3702.11 ms | 36.5% bf16 MFU | 144389 tok/s
step   88/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.54e-05 | 3607.38 ms | 37.4% bf16 MFU | 144437 tok/s
step   89/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.63e-05 | 3611.54 ms | 37.4% bf16 MFU | 144474 tok/s
step   90/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.71e-05 | 3643.55 ms | 37.1% bf16 MFU | 144445 tok/s
step   91/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.80e-05 | 3609.80 ms | 37.4% bf16 MFU | 144485 tok/s
step   92/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.89e-05 | 3605.99 ms | 37.4% bf16 MFU | 144531 tok/s
step   93/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.97e-05 | 3735.19 ms | 36.1% bf16 MFU | 144321 tok/s
step   94/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.06e-05 | 3608.95 ms | 37.4% bf16 MFU | 144369 tok/s
step   95/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.14e-05 | 3613.47 ms | 37.4% bf16 MFU | 144405 tok/s
step   96/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.23e-05 | 3753.35 ms | 36.0% bf16 MFU | 144168 tok/s
step   97/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.31e-05 | 3803.01 ms | 35.5% bf16 MFU | 143850 tok/s
step   98/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.40e-05 | 3733.54 ms | 36.2% bf16 MFU | 143678 tok/s
step   99/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.49e-05 | 3615.00 ms | 37.3% bf16 MFU | 143746 tok/s
step  100/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.57e-05 | 3608.08 ms | 37.4% bf16 MFU | 143824 tok/s
step  101/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.66e-05 | 3785.06 ms | 35.7% bf16 MFU | 143557 tok/s
step  102/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.74e-05 | 3674.82 ms | 36.7% bf16 MFU | 143513 tok/s
step  103/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.83e-05 | 3611.55 ms | 37.4% bf16 MFU | 143596 tok/s
step  104/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.91e-05 | 3606.19 ms | 37.4% bf16 MFU | 143686 tok/s
step  105/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.00e-05 | 3622.56 ms | 37.3% bf16 MFU | 143738 tok/s
step  106/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.09e-05 | 3721.14 ms | 36.3% bf16 MFU | 143595 tok/s
step  107/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.17e-05 | 3652.27 ms | 37.0% bf16 MFU | 143593 tok/s
step  108/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.26e-05 | 3628.01 ms | 37.2% bf16 MFU | 143639 tok/s
step  109/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.34e-05 | 3610.09 ms | 37.4% bf16 MFU | 143719 tok/s
step  110/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.43e-05 | 3616.72 ms | 37.3% bf16 MFU | 143781 tok/s
step  111/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.51e-05 | 3643.62 ms | 37.1% bf16 MFU | 143787 tok/s
step  112/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.60e-05 | 3610.63 ms | 37.4% bf16 MFU | 143858 tok/s
step  113/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.69e-05 | 3606.77 ms | 37.4% bf16 MFU | 143934 tok/s
step  114/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.77e-05 | 3610.64 ms | 37.4% bf16 MFU | 143997 tok/s
step  115/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.86e-05 | 3610.47 ms | 37.4% bf16 MFU | 144058 tok/s
step  116/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.94e-05 | 3612.68 ms | 37.4% bf16 MFU | 144112 tok/s
step  117/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.00e-04 | 3645.65 ms | 37.0% bf16 MFU | 144097 tok/s
step  118/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.01e-04 | 3615.87 ms | 37.3% bf16 MFU | 144142 tok/s
step  119/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.02e-04 | 3702.95 ms | 36.5% bf16 MFU | 144014 tok/s
step  120/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.03e-04 | 3642.69 ms | 37.1% bf16 MFU | 144010 tok/s
step  121/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.04e-04 | 3611.24 ms | 37.4% bf16 MFU | 144068 tok/s
step  122/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.05e-04 | 3604.63 ms | 37.5% bf16 MFU | 144138 tok/s
step  123/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.05e-04 | 3610.77 ms | 37.4% bf16 MFU | 144191 tok/s
step  124/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.06e-04 | 3606.92 ms | 37.4% bf16 MFU | 144249 tok/s
step  125/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.07e-04 | 3671.43 ms | 36.8% bf16 MFU | 144177 tok/s
step  126/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.08e-04 | 3714.65 ms | 36.3% bf16 MFU | 144025 tok/s
step  127/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.09e-04 | 3615.67 ms | 37.3% bf16 MFU | 144074 tok/s
step  128/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.10e-04 | 3608.38 ms | 37.4% bf16 MFU | 144135 tok/s
step  129/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.11e-04 | 3613.55 ms | 37.4% bf16 MFU | 144183 tok/s
step  130/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.11e-04 | 3608.29 ms | 37.4% bf16 MFU | 144239 tok/s
step  131/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.12e-04 | 3746.97 ms | 36.0% bf16 MFU | 144023 tok/s
step  132/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.13e-04 | 3614.07 ms | 37.4% bf16 MFU | 144075 tok/s
step  133/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.14e-04 | 3638.58 ms | 37.1% bf16 MFU | 144076 tok/s
step  134/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.15e-04 | 3612.49 ms | 37.4% bf16 MFU | 144129 tok/s
step  135/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.16e-04 | 3642.26 ms | 37.1% bf16 MFU | 144120 tok/s
step  136/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.17e-04 | 3615.76 ms | 37.3% bf16 MFU | 144164 tok/s
step  137/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.17e-04 | 3659.77 ms | 36.9% bf16 MFU | 144118 tok/s
step  138/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.18e-04 | 3775.55 ms | 35.8% bf16 MFU | 143855 tok/s
step  139/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.19e-04 | 3844.29 ms | 35.1% bf16 MFU | 143481 tok/s
step  140/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.20e-04 | 3778.73 ms | 35.7% bf16 MFU | 143244 tok/s
step  141/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.21e-04 | 3660.29 ms | 36.9% bf16 MFU | 143244 tok/s
step  142/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.22e-04 | 3605.74 ms | 37.4% bf16 MFU | 143352 tok/s
step  143/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.23e-04 | 3751.03 ms | 36.0% bf16 MFU | 143173 tok/s
step  144/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.23e-04 | 3607.07 ms | 37.4% bf16 MFU | 143282 tok/s
step  145/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.24e-04 | 3674.25 ms | 36.7% bf16 MFU | 143252 tok/s
step  146/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.25e-04 | 3802.78 ms | 35.5% bf16 MFU | 142983 tok/s
step  147/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.26e-04 | 3641.94 ms | 37.1% bf16 MFU | 143032 tok/s
step  148/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.27e-04 | 3825.33 ms | 35.3% bf16 MFU | 142733 tok/s
step  149/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.28e-04 | 3608.64 ms | 37.4% bf16 MFU | 142861 tok/s
step  150/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.29e-04 | 3712.52 ms | 36.4% bf16 MFU | 142779 tok/s
step  151/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.29e-04 | 3758.34 ms | 35.9% bf16 MFU | 142615 tok/s
step  152/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.30e-04 | 3604.49 ms | 37.5% bf16 MFU | 142757 tok/s
step  153/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.31e-04 | 3609.91 ms | 37.4% bf16 MFU | 142881 tok/s
step  154/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.32e-04 | 3607.42 ms | 37.4% bf16 MFU | 143004 tok/s
step  155/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.33e-04 | 3609.22 ms | 37.4% bf16 MFU | 143117 tok/s
