Multi-GPU support is disabled. Using a single GPU.
+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/fineweb10B/fineweb_train_*.bin            |
| val data pattern      | dev/data/fineweb10B/fineweb_val_*.bin              |
| output log dir        | log124M                                            |
| checkpoint_every      | 5000                                               |
| resume                | 0                                                  |
| micro batch size B    | 32                                                 |
| sequence length T     | 1024                                               |
| total batch size      | 524288                                             |
| LR scheduler          | cosine                                             |
| learning rate (LR)    | 6.000000e-04                                       |
| warmup iterations     | 700                                                |
| final LR fraction     | 0.000000e+00                                       |
| weight decay          | 1.000000e-01                                       |
| skip update lossz     | 0.000000                                           |
| skip update gradz     | 0.000000                                           |
| max_steps             | -1                                                 |
| val_loss_every        | 250                                                |
| val_max_steps         | 20                                                 |
| sample_every          | 20000                                              |
| genT                  | 64                                                 |
| overfit_single_batch  | 0                                                  |
| use_master_weights    | enabled                                            |
| gelu_fusion           | 0                                                  |
| recompute             | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA A100-PCIE-40GB                              |
| peak TFlops           | 312.0                                              |
| precision             | BF16                                               |
+-----------------------+----------------------------------------------------+
| weight init method    | d12                                                |
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 19560                                              |
| val_num_batches       | 20                                                 |
+-----------------------+----------------------------------------------------+
| run hellaswag         | yes                                                |
+-----------------------+----------------------------------------------------+
| num_processes         | 1                                                  |
| zero_stage            | 1                                                  |
+-----------------------+----------------------------------------------------+
num_parameters: 124475904 => bytes: 248951808
allocated 237 MiB for model parameters
batch_size B=32 * seq_len T=1024 * num_processes=1 and total_batch_size=524288
=> setting grad_accum_steps=16
---
WARNING: Failed to open the tokenizer file gpt2_tokenizer.bin
The Tokenizer is a new feature added April 14 2024.
Re-run `python train_gpt2.py` to write it
---
allocating 237 MiB for parameter gradients
allocating 19806 MiB for activations
allocating 474 MiB for AdamW optimizer state m
allocating 474 MiB for AdamW optimizer state v
allocating 474 MiB for master copy of params
device memory usage: 22198 MiB / 40338 MiB
memory per sequence: 618 MiB
 -> estimated maximum batch size: 61
val loss nan
step    1/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.57e-07 | 3788.44 ms | 35.6% bf16 MFU | 138391 tok/s
step   29/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.49e-05 | 3573.05 ms | 37.8% bf16 MFU | 147169 tok/s
step   30/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.57e-05 | 3572.97 ms | 37.8% bf16 MFU | 147141 tok/s
step   31/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.66e-05 | 3575.73 ms | 37.8% bf16 MFU | 147108 tok/s
step   32/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.74e-05 | 3573.53 ms | 37.8% bf16 MFU | 147083 tok/s
step   33/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.83e-05 | 3573.96 ms | 37.8% bf16 MFU | 147059 tok/s
step   34/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 2.91e-05 | 3574.07 ms | 37.8% bf16 MFU | 147037 tok/s
step   35/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.00e-05 | 3579.36 ms | 37.7% bf16 MFU | 147003 tok/s
step   36/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.09e-05 | 3574.70 ms | 37.8% bf16 MFU | 146983 tok/s
step   37/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.17e-05 | 3573.41 ms | 37.8% bf16 MFU | 146967 tok/s
step   38/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.26e-05 | 3577.64 ms | 37.7% bf16 MFU | 146942 tok/s
step   39/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.34e-05 | 3578.06 ms | 37.7% bf16 MFU | 146918 tok/s
step   40/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.43e-05 | 3581.93 ms | 37.7% bf16 MFU | 146886 tok/s
step   41/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.51e-05 | 3578.06 ms | 37.7% bf16 MFU | 146866 tok/s
step   42/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.60e-05 | 3579.37 ms | 37.7% bf16 MFU | 146844 tok/s
step   43/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.69e-05 | 3579.45 ms | 37.7% bf16 MFU | 146823 tok/s
step   44/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.77e-05 | 3599.13 ms | 37.5% bf16 MFU | 146758 tok/s
step   45/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.86e-05 | 3592.19 ms | 37.6% bf16 MFU | 146713 tok/s
step   46/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 3.94e-05 | 3591.28 ms | 37.6% bf16 MFU | 146673 tok/s
step   47/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.03e-05 | 3586.18 ms | 37.6% bf16 MFU | 146646 tok/s
step   48/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.11e-05 | 3598.12 ms | 37.5% bf16 MFU | 146595 tok/s
step   49/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.20e-05 | 3587.06 ms | 37.6% bf16 MFU | 146571 tok/s
step   50/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.29e-05 | 3587.42 ms | 37.6% bf16 MFU | 146548 tok/s
step   51/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.37e-05 | 3585.82 ms | 37.7% bf16 MFU | 146530 tok/s
step   52/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.46e-05 | 3586.54 ms | 37.6% bf16 MFU | 146511 tok/s
step   53/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.54e-05 | 3586.57 ms | 37.6% bf16 MFU | 146493 tok/s
step   54/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.63e-05 | 3587.38 ms | 37.6% bf16 MFU | 146475 tok/s
step   55/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.71e-05 | 3587.81 ms | 37.6% bf16 MFU | 146457 tok/s
step   56/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.80e-05 | 3587.01 ms | 37.6% bf16 MFU | 146441 tok/s
step   57/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.89e-05 | 3587.26 ms | 37.6% bf16 MFU | 146426 tok/s
step   58/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 4.97e-05 | 3587.96 ms | 37.6% bf16 MFU | 146410 tok/s
step   59/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.06e-05 | 3589.04 ms | 37.6% bf16 MFU | 146392 tok/s
step   60/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.14e-05 | 3600.20 ms | 37.5% bf16 MFU | 146352 tok/s
step   61/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.23e-05 | 3595.07 ms | 37.6% bf16 MFU | 146325 tok/s
step   62/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.31e-05 | 3591.57 ms | 37.6% bf16 MFU | 146307 tok/s
step   63/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.40e-05 | 3592.43 ms | 37.6% bf16 MFU | 146288 tok/s
step   64/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.49e-05 | 3594.41 ms | 37.6% bf16 MFU | 146266 tok/s
step   65/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.57e-05 | 3590.69 ms | 37.6% bf16 MFU | 146253 tok/s
step   66/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.66e-05 | 3589.71 ms | 37.6% bf16 MFU | 146242 tok/s
step   67/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.74e-05 | 3591.09 ms | 37.6% bf16 MFU | 146230 tok/s
step   68/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.83e-05 | 3590.62 ms | 37.6% bf16 MFU | 146218 tok/s
step   69/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 5.91e-05 | 3594.39 ms | 37.6% bf16 MFU | 146200 tok/s
step   70/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.00e-05 | 3591.12 ms | 37.6% bf16 MFU | 146190 tok/s
step   71/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.09e-05 | 3590.57 ms | 37.6% bf16 MFU | 146181 tok/s
step   72/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.17e-05 | 3588.44 ms | 37.6% bf16 MFU | 146177 tok/s
step   73/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.26e-05 | 3591.57 ms | 37.6% bf16 MFU | 146167 tok/s
step   74/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.34e-05 | 3590.93 ms | 37.6% bf16 MFU | 146158 tok/s
step   75/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.43e-05 | 3594.98 ms | 37.6% bf16 MFU | 146142 tok/s
step   76/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.51e-05 | 3597.46 ms | 37.5% bf16 MFU | 146121 tok/s
step   77/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.60e-05 | 3603.40 ms | 37.5% bf16 MFU | 146090 tok/s
step   78/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.69e-05 | 3595.41 ms | 37.6% bf16 MFU | 146076 tok/s
step   79/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.77e-05 | 3588.15 ms | 37.6% bf16 MFU | 146078 tok/s
step   80/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.86e-05 | 3600.60 ms | 37.5% bf16 MFU | 146054 tok/s
step   81/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 6.94e-05 | 3590.94 ms | 37.6% bf16 MFU | 146052 tok/s
step   82/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.03e-05 | 3590.37 ms | 37.6% bf16 MFU | 146050 tok/s
step   83/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.11e-05 | 3591.14 ms | 37.6% bf16 MFU | 146047 tok/s
step   84/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.20e-05 | 3589.15 ms | 37.6% bf16 MFU | 146049 tok/s
step   85/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.29e-05 | 3592.72 ms | 37.6% bf16 MFU | 146043 tok/s
step   86/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.37e-05 | 3592.67 ms | 37.6% bf16 MFU | 146037 tok/s
step   87/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.46e-05 | 3590.38 ms | 37.6% bf16 MFU | 146037 tok/s
step   88/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.54e-05 | 3591.37 ms | 37.6% bf16 MFU | 146034 tok/s
step   89/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.63e-05 | 3592.44 ms | 37.6% bf16 MFU | 146029 tok/s
step   90/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.71e-05 | 3595.93 ms | 37.5% bf16 MFU | 146018 tok/s
step   91/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.80e-05 | 3597.47 ms | 37.5% bf16 MFU | 146004 tok/s
step   92/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.89e-05 | 3598.36 ms | 37.5% bf16 MFU | 145989 tok/s
step   93/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 7.97e-05 | 3594.37 ms | 37.6% bf16 MFU | 145982 tok/s
step   94/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.06e-05 | 3593.04 ms | 37.6% bf16 MFU | 145979 tok/s
step   95/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.14e-05 | 3600.21 ms | 37.5% bf16 MFU | 145961 tok/s
step   96/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.23e-05 | 3592.90 ms | 37.6% bf16 MFU | 145959 tok/s
step   97/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.31e-05 | 3592.16 ms | 37.6% bf16 MFU | 145959 tok/s
step   98/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.40e-05 | 3590.91 ms | 37.6% bf16 MFU | 145961 tok/s
step   99/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.49e-05 | 3589.17 ms | 37.6% bf16 MFU | 145967 tok/s
step  100/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.57e-05 | 3589.38 ms | 37.6% bf16 MFU | 145972 tok/s
step  101/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.66e-05 | 3587.69 ms | 37.6% bf16 MFU | 145980 tok/s
step  102/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.74e-05 | 3589.77 ms | 37.6% bf16 MFU | 145984 tok/s
step  103/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.83e-05 | 3585.85 ms | 37.7% bf16 MFU | 145995 tok/s
step  104/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 8.91e-05 | 3588.74 ms | 37.6% bf16 MFU | 146000 tok/s
step  105/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.00e-05 | 3589.87 ms | 37.6% bf16 MFU | 146002 tok/s
step  106/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.09e-05 | 3589.87 ms | 37.6% bf16 MFU | 146005 tok/s
step  107/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.17e-05 | 3598.52 ms | 37.5% bf16 MFU | 145989 tok/s
step  108/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.26e-05 | 3596.66 ms | 37.5% bf16 MFU | 145978 tok/s
step  109/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.34e-05 | 3592.37 ms | 37.6% bf16 MFU | 145976 tok/s
step  110/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.43e-05 | 3591.98 ms | 37.6% bf16 MFU | 145976 tok/s
step  111/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.51e-05 | 3588.93 ms | 37.6% bf16 MFU | 145981 tok/s
step  112/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.60e-05 | 3593.92 ms | 37.6% bf16 MFU | 145976 tok/s
step  113/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.69e-05 | 3584.71 ms | 37.7% bf16 MFU | 145990 tok/s
step  114/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.77e-05 | 3590.76 ms | 37.6% bf16 MFU | 145991 tok/s
step  115/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.86e-05 | 3589.34 ms | 37.6% bf16 MFU | 145995 tok/s
step  116/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 9.94e-05 | 3587.57 ms | 37.6% bf16 MFU | 146002 tok/s
step  117/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.00e-04 | 3588.50 ms | 37.6% bf16 MFU | 146007 tok/s
step  118/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.01e-04 | 3589.88 ms | 37.6% bf16 MFU | 146009 tok/s
step  119/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.02e-04 | 3590.49 ms | 37.6% bf16 MFU | 146010 tok/s
step  120/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.03e-04 | 3591.66 ms | 37.6% bf16 MFU | 146008 tok/s
step  121/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.04e-04 | 3588.89 ms | 37.6% bf16 MFU | 146012 tok/s
step  122/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.05e-04 | 3587.73 ms | 37.6% bf16 MFU | 146018 tok/s
step  123/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.05e-04 | 3604.52 ms | 37.5% bf16 MFU | 145990 tok/s
step  124/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.06e-04 | 3591.62 ms | 37.6% bf16 MFU | 145989 tok/s
step  125/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.07e-04 | 3601.32 ms | 37.5% bf16 MFU | 145969 tok/s
step  126/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.08e-04 | 3596.87 ms | 37.5% bf16 MFU | 145958 tok/s
step  127/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.09e-04 | 3589.64 ms | 37.6% bf16 MFU | 145963 tok/s
step  128/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.10e-04 | 3587.72 ms | 37.6% bf16 MFU | 145972 tok/s
step  129/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.11e-04 | 3589.26 ms | 37.6% bf16 MFU | 145977 tok/s
step  130/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.11e-04 | 3589.09 ms | 37.6% bf16 MFU | 145982 tok/s
step  131/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.12e-04 | 3589.30 ms | 37.6% bf16 MFU | 145986 tok/s
step  132/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.13e-04 | 3588.26 ms | 37.6% bf16 MFU | 145992 tok/s
step  133/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.14e-04 | 3589.01 ms | 37.6% bf16 MFU | 145997 tok/s
step  134/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.15e-04 | 3587.87 ms | 37.6% bf16 MFU | 146004 tok/s
step  135/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.16e-04 | 3587.66 ms | 37.6% bf16 MFU | 146010 tok/s
step  136/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.17e-04 | 3589.59 ms | 37.6% bf16 MFU | 146013 tok/s
step  137/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.17e-04 | 3587.48 ms | 37.6% bf16 MFU | 146019 tok/s
step  138/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.18e-04 | 3591.56 ms | 37.6% bf16 MFU | 146017 tok/s
step  139/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.19e-04 | 3610.96 ms | 37.4% bf16 MFU | 145976 tok/s
step  140/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.20e-04 | 3600.38 ms | 37.5% bf16 MFU | 145958 tok/s
step  141/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.21e-04 | 3590.72 ms | 37.6% bf16 MFU | 145961 tok/s
step  142/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.22e-04 | 3586.80 ms | 37.6% bf16 MFU | 145971 tok/s
step  143/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.23e-04 | 3596.96 ms | 37.5% bf16 MFU | 145961 tok/s
step  144/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.23e-04 | 3583.05 ms | 37.7% bf16 MFU | 145979 tok/s
step  145/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.24e-04 | 3588.23 ms | 37.6% bf16 MFU | 145986 tok/s
step  146/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.25e-04 | 3591.54 ms | 37.6% bf16 MFU | 145985 tok/s
step  147/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.26e-04 | 3588.82 ms | 37.6% bf16 MFU | 145990 tok/s
step  148/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.27e-04 | 3586.64 ms | 37.6% bf16 MFU | 146000 tok/s
step  149/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.28e-04 | 3585.63 ms | 37.7% bf16 MFU | 146011 tok/s
step  150/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.29e-04 | 3587.39 ms | 37.6% bf16 MFU | 146018 tok/s
step  151/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.29e-04 | 3589.50 ms | 37.6% bf16 MFU | 146020 tok/s
step  152/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.30e-04 | 3583.39 ms | 37.7% bf16 MFU | 146034 tok/s
step  153/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.31e-04 | 3587.58 ms | 37.6% bf16 MFU | 146040 tok/s
step  154/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.32e-04 | 3584.90 ms | 37.7% bf16 MFU | 146050 tok/s
step  155/19560 | loss     nan (+nanz)| norm    nan (+nanz)| lr 1.33e-04 | 3588.43 ms | 37.6% bf16 MFU | 146053 tok/s
