Multi-GPU support is disabled. Using a single GPU.
+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/fineweb10B/fineweb_train_*.bin            |
| val data pattern      | dev/data/fineweb10B/fineweb_val_*.bin              |
| output log dir        | log124M                                            |
| checkpoint_every      | 5000                                               |
| resume                | 0                                                  |
| micro batch size B    | 32                                                 |
| sequence length T     | 1024                                               |
| total batch size      | 524288                                             |
| LR scheduler          | cosine                                             |
| learning rate (LR)    | 6.000000e-04                                       |
| warmup iterations     | 700                                                |
| final LR fraction     | 0.000000e+00                                       |
| weight decay          | 1.000000e-01                                       |
| skip update lossz     | 0.000000                                           |
| skip update gradz     | 0.000000                                           |
| max_steps             | -1                                                 |
| val_loss_every        | 250                                                |
| val_max_steps         | 20                                                 |
| sample_every          | 20000                                              |
| genT                  | 64                                                 |
| overfit_single_batch  | 0                                                  |
| use_master_weights    | enabled                                            |
| gelu_fusion           | 0                                                  |
| recompute             | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA A100-PCIE-40GB                              |
| peak TFlops           | 312.0                                              |
| precision             | BF16                                               |
+-----------------------+----------------------------------------------------+
| weight init method    | d12                                                |
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 19560                                              |
| val_num_batches       | 20                                                 |
+-----------------------+----------------------------------------------------+
| run hellaswag         | yes                                                |
+-----------------------+----------------------------------------------------+
| num_processes         | 1                                                  |
| zero_stage            | 1                                                  |
+-----------------------+----------------------------------------------------+
num_parameters: 124475904 => bytes: 248951808
allocated 237 MiB for model parameters
batch_size B=32 * seq_len T=1024 * num_processes=1 and total_batch_size=524288
=> setting grad_accum_steps=16
---
WARNING: Failed to open the tokenizer file gpt2_tokenizer.bin
The Tokenizer is a new feature added April 14 2024.
Re-run `python train_gpt2.py` to write it
---
allocating 237 MiB for parameter gradients
allocating 19806 MiB for activations
allocating 474 MiB for AdamW optimizer state m
allocating 474 MiB for AdamW optimizer state v
allocating 474 MiB for master copy of params
device memory usage: 22198 MiB / 40338 MiB
memory per sequence: 618 MiB
 -> estimated maximum batch size: 61
val loss 11.008742
step    1/19560 | loss 11.010252 (+nanz)| norm 15.1374 (+nanz)| lr 8.57e-07 | 4621.47 ms | 29.2% bf16 MFU | 113446 tok/s
step   25/19560 | loss 9.478792 (+nanz)| norm 1.9899 (+nanz)| lr 2.14e-05 | 4132.68 ms | 32.7% bf16 MFU | 123187 tok/s
step   26/19560 | loss 9.438276 (+nanz)| norm 2.0026 (+nanz)| lr 2.23e-05 | 4142.58 ms | 32.6% bf16 MFU | 123420 tok/s
step   27/19560 | loss 9.404680 (+nanz)| norm 1.9771 (+nanz)| lr 2.31e-05 | 4133.85 ms | 32.7% bf16 MFU | 123652 tok/s
step   28/19560 | loss 9.371593 (+nanz)| norm 2.0174 (+nanz)| lr 2.40e-05 | 4143.34 ms | 32.6% bf16 MFU | 123844 tok/s
step   29/19560 | loss 9.333740 (+nanz)| norm 1.9821 (+nanz)| lr 2.49e-05 | 4136.79 ms | 32.6% bf16 MFU | 124034 tok/s
step   30/19560 | loss 9.274384 (+nanz)| norm 1.9662 (+nanz)| lr 2.57e-05 | 4151.63 ms | 32.5% bf16 MFU | 124179 tok/s
step   31/19560 | loss 9.276795 (+nanz)| norm 1.9990 (+nanz)| lr 2.66e-05 | 4153.57 ms | 32.5% bf16 MFU | 124310 tok/s
step   32/19560 | loss 9.189783 (+nanz)| norm 2.0196 (+nanz)| lr 2.74e-05 | 4160.66 ms | 32.5% bf16 MFU | 124416 tok/s
step   33/19560 | loss 9.177305 (+nanz)| norm 2.0294 (+nanz)| lr 2.83e-05 | 4161.31 ms | 32.4% bf16 MFU | 124514 tok/s
step   34/19560 | loss 9.166351 (+nanz)| norm 1.8597 (+nanz)| lr 2.91e-05 | 4148.68 ms | 32.5% bf16 MFU | 124628 tok/s
step   35/19560 | loss 9.104334 (+nanz)| norm 1.8565 (+nanz)| lr 3.00e-05 | 4161.80 ms | 32.4% bf16 MFU | 124710 tok/s
step   36/19560 | loss 9.059115 (+nanz)| norm 1.9520 (+nanz)| lr 3.09e-05 | 4179.96 ms | 32.3% bf16 MFU | 124753 tok/s
step   37/19560 | loss 9.031851 (+nanz)| norm 1.8381 (+nanz)| lr 3.17e-05 | 4163.60 ms | 32.4% bf16 MFU | 124822 tok/s
step   38/19560 | loss 8.993953 (+nanz)| norm 1.7589 (+nanz)| lr 3.26e-05 | 4151.62 ms | 32.5% bf16 MFU | 124908 tok/s
step   39/19560 | loss 8.993319 (+nanz)| norm 1.7563 (+nanz)| lr 3.34e-05 | 4178.50 ms | 32.3% bf16 MFU | 124941 tok/s
step   40/19560 | loss 8.945615 (+nanz)| norm 1.9749 (+nanz)| lr 3.43e-05 | 4161.60 ms | 32.4% bf16 MFU | 125001 tok/s
step   41/19560 | loss 8.925097 (+nanz)| norm 1.8322 (+nanz)| lr 3.51e-05 | 4156.48 ms | 32.5% bf16 MFU | 125067 tok/s
step   42/19560 | loss 8.840963 (+nanz)| norm 1.6473 (+nanz)| lr 3.60e-05 | 4143.65 ms | 32.6% bf16 MFU | 125150 tok/s
step   43/19560 | loss 8.828307 (+nanz)| norm 1.8796 (+nanz)| lr 3.69e-05 | 4155.75 ms | 32.5% bf16 MFU | 125207 tok/s
step   44/19560 | loss 8.798753 (+nanz)| norm 2.0346 (+nanz)| lr 3.77e-05 | 4138.56 ms | 32.6% bf16 MFU | 125290 tok/s
step   45/19560 | loss 8.754614 (+nanz)| norm 1.7787 (+nanz)| lr 3.86e-05 | 4150.24 ms | 32.5% bf16 MFU | 125348 tok/s
step   46/19560 | loss 8.743908 (+nanz)| norm 1.5513 (+nanz)| lr 3.94e-05 | 4138.67 ms | 32.6% bf16 MFU | 125422 tok/s
step   47/19560 | loss 8.667839 (+nanz)| norm 1.7076 (+nanz)| lr 4.03e-05 | 4151.80 ms | 32.5% bf16 MFU | 125469 tok/s
step   48/19560 | loss 8.625178 (+nanz)| norm 1.8846 (+nanz)| lr 4.11e-05 | 4146.31 ms | 32.6% bf16 MFU | 125523 tok/s
step   49/19560 | loss 8.604111 (+nanz)| norm 1.6329 (+nanz)| lr 4.20e-05 | 4154.72 ms | 32.5% bf16 MFU | 125559 tok/s
step   50/19560 | loss 8.599235 (+nanz)| norm 1.5363 (+nanz)| lr 4.29e-05 | 4142.00 ms | 32.6% bf16 MFU | 125615 tok/s
step   51/19560 | loss 8.553820 (+nanz)| norm 1.5498 (+nanz)| lr 4.37e-05 | 4153.66 ms | 32.5% bf16 MFU | 125648 tok/s
step   52/19560 | loss 8.454524 (+nanz)| norm 1.6064 (+nanz)| lr 4.46e-05 | 4140.68 ms | 32.6% bf16 MFU | 125700 tok/s
step   53/19560 | loss 8.464828 (+nanz)| norm 1.6133 (+nanz)| lr 4.54e-05 | 4154.33 ms | 32.5% bf16 MFU | 125727 tok/s
step   54/19560 | loss 8.432864 (+nanz)| norm 1.5460 (+nanz)| lr 4.63e-05 | 4144.14 ms | 32.6% bf16 MFU | 125769 tok/s
step   55/19560 | loss 8.429247 (+nanz)| norm 1.4434 (+nanz)| lr 4.71e-05 | 4156.32 ms | 32.5% bf16 MFU | 125789 tok/s
step   56/19560 | loss 8.354961 (+nanz)| norm 1.5806 (+nanz)| lr 4.80e-05 | 4142.88 ms | 32.6% bf16 MFU | 125830 tok/s
step   57/19560 | loss 8.295547 (+nanz)| norm 1.6289 (+nanz)| lr 4.89e-05 | 4154.02 ms | 32.5% bf16 MFU | 125850 tok/s
step   58/19560 | loss 8.285473 (+nanz)| norm 1.5636 (+nanz)| lr 4.97e-05 | 4144.06 ms | 32.6% bf16 MFU | 125885 tok/s
step   59/19560 | loss 8.217405 (+nanz)| norm 1.5603 (+nanz)| lr 5.06e-05 | 4159.32 ms | 32.5% bf16 MFU | 125894 tok/s
step   60/19560 | loss 8.237095 (+nanz)| norm 1.3580 (+nanz)| lr 5.14e-05 | 4144.88 ms | 32.6% bf16 MFU | 125925 tok/s
step   61/19560 | loss 8.181175 (+nanz)| norm 1.5190 (+nanz)| lr 5.23e-05 | 4157.62 ms | 32.5% bf16 MFU | 125934 tok/s
step   62/19560 | loss 8.111239 (+nanz)| norm 1.5719 (+nanz)| lr 5.31e-05 | 4141.69 ms | 32.6% bf16 MFU | 125969 tok/s
step   63/19560 | loss 8.097012 (+nanz)| norm 1.5858 (+nanz)| lr 5.40e-05 | 4155.66 ms | 32.5% bf16 MFU | 125979 tok/s
step   64/19560 | loss 8.010080 (+nanz)| norm 1.4264 (+nanz)| lr 5.49e-05 | 4145.28 ms | 32.6% bf16 MFU | 126005 tok/s
step   65/19560 | loss 8.007753 (+nanz)| norm 1.3238 (+nanz)| lr 5.57e-05 | 4231.06 ms | 31.9% bf16 MFU | 125896 tok/s
step   66/19560 | loss 8.009417 (+nanz)| norm 1.4227 (+nanz)| lr 5.66e-05 | 4143.49 ms | 32.6% bf16 MFU | 125929 tok/s
step   67/19560 | loss 7.949610 (+nanz)| norm 1.2847 (+nanz)| lr 5.74e-05 | 4156.68 ms | 32.5% bf16 MFU | 125940 tok/s
step   68/19560 | loss 7.929121 (+nanz)| norm 1.2304 (+nanz)| lr 5.83e-05 | 4146.10 ms | 32.6% bf16 MFU | 125966 tok/s
step   69/19560 | loss 7.881710 (+nanz)| norm 1.3918 (+nanz)| lr 5.91e-05 | 4162.80 ms | 32.4% bf16 MFU | 125965 tok/s
step   70/19560 | loss 7.857580 (+nanz)| norm 1.2736 (+nanz)| lr 6.00e-05 | 4143.85 ms | 32.6% bf16 MFU | 125994 tok/s
step   71/19560 | loss 7.789918 (+nanz)| norm 1.4670 (+nanz)| lr 6.09e-05 | 4159.78 ms | 32.5% bf16 MFU | 125996 tok/s
step   72/19560 | loss 7.779979 (+nanz)| norm 1.2948 (+nanz)| lr 6.17e-05 | 4144.93 ms | 32.6% bf16 MFU | 126021 tok/s
step   73/19560 | loss 7.801703 (+nanz)| norm 1.1145 (+nanz)| lr 6.26e-05 | 4157.00 ms | 32.5% bf16 MFU | 126027 tok/s
step   74/19560 | loss 7.726159 (+nanz)| norm 1.3455 (+nanz)| lr 6.34e-05 | 4144.62 ms | 32.6% bf16 MFU | 126051 tok/s
step   75/19560 | loss 7.745239 (+nanz)| norm 1.0780 (+nanz)| lr 6.43e-05 | 4159.73 ms | 32.5% bf16 MFU | 126050 tok/s
step   76/19560 | loss 7.658813 (+nanz)| norm 1.3200 (+nanz)| lr 6.51e-05 | 4145.50 ms | 32.6% bf16 MFU | 126072 tok/s
step   77/19560 | loss 7.627581 (+nanz)| norm 1.3540 (+nanz)| lr 6.60e-05 | 4160.17 ms | 32.5% bf16 MFU | 126069 tok/s
step   78/19560 | loss 7.599282 (+nanz)| norm 1.2295 (+nanz)| lr 6.69e-05 | 4152.23 ms | 32.5% bf16 MFU | 126079 tok/s
step   79/19560 | loss 7.551337 (+nanz)| norm 1.0759 (+nanz)| lr 6.77e-05 | 4285.59 ms | 31.5% bf16 MFU | 125889 tok/s
step   80/19560 | loss 7.512386 (+nanz)| norm 1.1204 (+nanz)| lr 6.86e-05 | 4192.56 ms | 32.2% bf16 MFU | 125846 tok/s
step   81/19560 | loss 7.509316 (+nanz)| norm 1.0917 (+nanz)| lr 6.94e-05 | 4181.63 ms | 32.3% bf16 MFU | 125822 tok/s
step   82/19560 | loss 7.473096 (+nanz)| norm 1.2228 (+nanz)| lr 7.03e-05 | 4173.66 ms | 32.3% bf16 MFU | 125812 tok/s
step   83/19560 | loss 7.487222 (+nanz)| norm 1.0560 (+nanz)| lr 7.11e-05 | 4178.04 ms | 32.3% bf16 MFU | 125796 tok/s
step   84/19560 | loss 7.500445 (+nanz)| norm 1.0092 (+nanz)| lr 7.20e-05 | 4184.29 ms | 32.3% bf16 MFU | 125770 tok/s
step   85/19560 | loss 7.400823 (+nanz)| norm 1.2149 (+nanz)| lr 7.29e-05 | 4220.59 ms | 32.0% bf16 MFU | 125692 tok/s
step   86/19560 | loss 7.387080 (+nanz)| norm 0.9537 (+nanz)| lr 7.37e-05 | 4192.75 ms | 32.2% bf16 MFU | 125659 tok/s
step   87/19560 | loss 7.333549 (+nanz)| norm 0.9862 (+nanz)| lr 7.46e-05 | 4181.21 ms | 32.3% bf16 MFU | 125646 tok/s
step   88/19560 | loss 7.360038 (+nanz)| norm 0.8684 (+nanz)| lr 7.54e-05 | 4162.33 ms | 32.4% bf16 MFU | 125661 tok/s
step   89/19560 | loss 7.374776 (+nanz)| norm 0.9763 (+nanz)| lr 7.63e-05 | 4169.01 ms | 32.4% bf16 MFU | 125666 tok/s
step   90/19560 | loss 7.322541 (+nanz)| norm 0.8711 (+nanz)| lr 7.71e-05 | 4215.03 ms | 32.0% bf16 MFU | 125602 tok/s
step   91/19560 | loss 7.249904 (+nanz)| norm 1.1522 (+nanz)| lr 7.80e-05 | 4177.31 ms | 32.3% bf16 MFU | 125597 tok/s
step   92/19560 | loss 7.254242 (+nanz)| norm 0.8810 (+nanz)| lr 7.89e-05 | 4178.36 ms | 32.3% bf16 MFU | 125591 tok/s
step   93/19560 | loss 7.256532 (+nanz)| norm 0.8510 (+nanz)| lr 7.97e-05 | 4178.00 ms | 32.3% bf16 MFU | 125586 tok/s
step   94/19560 | loss 7.270530 (+nanz)| norm 0.9430 (+nanz)| lr 8.06e-05 | 4217.27 ms | 32.0% bf16 MFU | 125522 tok/s
step   95/19560 | loss 7.200323 (+nanz)| norm 0.8393 (+nanz)| lr 8.14e-05 | 4180.55 ms | 32.3% bf16 MFU | 125516 tok/s
step   96/19560 | loss 7.198968 (+nanz)| norm 0.8211 (+nanz)| lr 8.23e-05 | 4178.30 ms | 32.3% bf16 MFU | 125514 tok/s
step   97/19560 | loss 7.138680 (+nanz)| norm 0.9847 (+nanz)| lr 8.31e-05 | 4177.24 ms | 32.3% bf16 MFU | 125514 tok/s
step   98/19560 | loss 7.168355 (+nanz)| norm 1.0598 (+nanz)| lr 8.40e-05 | 4155.49 ms | 32.5% bf16 MFU | 125547 tok/s
step   99/19560 | loss 7.150956 (+nanz)| norm 0.9048 (+nanz)| lr 8.49e-05 | 4163.45 ms | 32.4% bf16 MFU | 125566 tok/s
step  100/19560 | loss 7.107867 (+nanz)| norm 0.8493 (+nanz)| lr 8.57e-05 | 4153.33 ms | 32.5% bf16 MFU | 125600 tok/s
step  101/19560 | loss 7.128820 (+nanz)| norm 0.8135 (+nanz)| lr 8.66e-05 | 4165.62 ms | 32.4% bf16 MFU | 125613 tok/s
step  102/19560 | loss 7.098422 (+nanz)| norm 1.0754 (+nanz)| lr 8.74e-05 | 4153.82 ms | 32.5% bf16 MFU | 125643 tok/s
step  103/19560 | loss 7.006820 (+nanz)| norm 1.0624 (+nanz)| lr 8.83e-05 | 4165.57 ms | 32.4% bf16 MFU | 125654 tok/s
step  104/19560 | loss 7.069552 (+nanz)| norm 1.1098 (+nanz)| lr 8.91e-05 | 4151.12 ms | 32.5% bf16 MFU | 125687 tok/s
step  105/19560 | loss 7.045156 (+nanz)| norm 1.3595 (+nanz)| lr 9.00e-05 | 4167.28 ms | 32.4% bf16 MFU | 125693 tok/s
step  106/19560 | loss 7.021362 (+nanz)| norm 0.8847 (+nanz)| lr 9.09e-05 | 4153.33 ms | 32.5% bf16 MFU | 125720 tok/s
step  107/19560 | loss 7.036779 (+nanz)| norm 0.8794 (+nanz)| lr 9.17e-05 | 4164.83 ms | 32.4% bf16 MFU | 125728 tok/s
step  108/19560 | loss 7.005927 (+nanz)| norm 0.9442 (+nanz)| lr 9.26e-05 | 4153.88 ms | 32.5% bf16 MFU | 125753 tok/s
step  109/19560 | loss 6.963003 (+nanz)| norm 1.1256 (+nanz)| lr 9.34e-05 | 4168.00 ms | 32.4% bf16 MFU | 125755 tok/s
step  110/19560 | loss 7.036716 (+nanz)| norm 1.4282 (+nanz)| lr 9.43e-05 | 4152.72 ms | 32.5% bf16 MFU | 125780 tok/s
step  111/19560 | loss 6.987480 (+nanz)| norm 0.6036 (+nanz)| lr 9.51e-05 | 4170.12 ms | 32.4% bf16 MFU | 125777 tok/s
step  112/19560 | loss 6.992048 (+nanz)| norm 1.6312 (+nanz)| lr 9.60e-05 | 4158.22 ms | 32.5% bf16 MFU | 125792 tok/s
step  113/19560 | loss 6.982272 (+nanz)| norm 1.0781 (+nanz)| lr 9.69e-05 | 4165.37 ms | 32.4% bf16 MFU | 125796 tok/s
step  114/19560 | loss 6.868057 (+nanz)| norm 0.8829 (+nanz)| lr 9.77e-05 | 4176.86 ms | 32.3% bf16 MFU | 125782 tok/s
step  115/19560 | loss 6.885142 (+nanz)| norm 1.0602 (+nanz)| lr 9.86e-05 | 4166.86 ms | 32.4% bf16 MFU | 125784 tok/s
step  116/19560 | loss 6.908633 (+nanz)| norm 0.7695 (+nanz)| lr 9.94e-05 | 4153.07 ms | 32.5% bf16 MFU | 125807 tok/s
step  117/19560 | loss 6.870278 (+nanz)| norm 0.7609 (+nanz)| lr 1.00e-04 | 4166.85 ms | 32.4% bf16 MFU | 125808 tok/s
step  118/19560 | loss 6.911804 (+nanz)| norm 1.0809 (+nanz)| lr 1.01e-04 | 4155.48 ms | 32.5% bf16 MFU | 125826 tok/s
step  119/19560 | loss 6.867452 (+nanz)| norm 0.8105 (+nanz)| lr 1.02e-04 | 4167.40 ms | 32.4% bf16 MFU | 125825 tok/s
step  120/19560 | loss 6.828675 (+nanz)| norm 0.7539 (+nanz)| lr 1.03e-04 | 4157.99 ms | 32.5% bf16 MFU | 125839 tok/s
step  121/19560 | loss 6.831336 (+nanz)| norm 0.6586 (+nanz)| lr 1.04e-04 | 4168.72 ms | 32.4% bf16 MFU | 125835 tok/s
step  122/19560 | loss 6.853160 (+nanz)| norm 0.6669 (+nanz)| lr 1.05e-04 | 4156.98 ms | 32.5% bf16 MFU | 125849 tok/s
step  123/19560 | loss 6.857122 (+nanz)| norm 1.0042 (+nanz)| lr 1.05e-04 | 4171.96 ms | 32.4% bf16 MFU | 125840 tok/s
step  124/19560 | loss 6.844392 (+nanz)| norm 1.6934 (+nanz)| lr 1.06e-04 | 4159.72 ms | 32.5% bf16 MFU | 125850 tok/s
step  125/19560 | loss 6.855590 (+nanz)| norm 1.3942 (+nanz)| lr 1.07e-04 | 4171.10 ms | 32.4% bf16 MFU | 125843 tok/s
step  126/19560 | loss 6.860312 (+nanz)| norm 0.8997 (+nanz)| lr 1.08e-04 | 4155.24 ms | 32.5% bf16 MFU | 125859 tok/s
step  127/19560 | loss 6.818297 (+nanz)| norm 1.3468 (+nanz)| lr 1.09e-04 | 4171.35 ms | 32.4% bf16 MFU | 125851 tok/s
step  128/19560 | loss 6.865798 (+nanz)| norm 0.8838 (+nanz)| lr 1.10e-04 | 4154.77 ms | 32.5% bf16 MFU | 125868 tok/s
step  129/19560 | loss 6.810286 (-1.25z)| norm 1.1167 (-0.39z)| lr 1.11e-04 | 4169.18 ms | 32.4% bf16 MFU | 125862 tok/s
step  130/19560 | loss 6.768888 (-1.28z)| norm 0.9466 (-0.48z)| lr 1.11e-04 | 4157.74 ms | 32.5% bf16 MFU | 125874 tok/s
step  131/19560 | loss 6.739851 (-1.30z)| norm 0.8086 (-0.59z)| lr 1.12e-04 | 4170.50 ms | 32.4% bf16 MFU | 125866 tok/s
step  132/19560 | loss 6.775944 (-1.25z)| norm 0.6403 (-0.78z)| lr 1.13e-04 | 4157.25 ms | 32.5% bf16 MFU | 125878 tok/s
step  133/19560 | loss 6.807941 (-1.21z)| norm 0.7068 (-0.82z)| lr 1.14e-04 | 4169.01 ms | 32.4% bf16 MFU | 125872 tok/s
step  134/19560 | loss 6.744745 (-1.26z)| norm 0.7560 (-0.85z)| lr 1.15e-04 | 4157.46 ms | 32.5% bf16 MFU | 125884 tok/s
step  135/19560 | loss 6.710180 (-1.29z)| norm 0.7690 (-0.91z)| lr 1.16e-04 | 4167.79 ms | 32.4% bf16 MFU | 125880 tok/s
step  136/19560 | loss 6.668845 (-1.31z)| norm 1.1925 (-0.41z)| lr 1.17e-04 | 4157.60 ms | 32.5% bf16 MFU | 125891 tok/s
step  137/19560 | loss 6.702995 (-1.27z)| norm 1.0176 (-0.70z)| lr 1.17e-04 | 4171.56 ms | 32.4% bf16 MFU | 125880 tok/s
step  138/19560 | loss 6.676449 (-1.28z)| norm 0.9268 (-0.88z)| lr 1.18e-04 | 4157.70 ms | 32.5% bf16 MFU | 125891 tok/s
step  139/19560 | loss 6.593547 (-1.35z)| norm 0.6808 (-1.37z)| lr 1.19e-04 | 4173.60 ms | 32.4% bf16 MFU | 125878 tok/s
step  140/19560 | loss 6.619243 (-1.31z)| norm 0.9924 (-0.79z)| lr 1.20e-04 | 4157.79 ms | 32.5% bf16 MFU | 125889 tok/s
step  141/19560 | loss 6.619309 (-1.29z)| norm 1.2171 (-0.32z)| lr 1.21e-04 | 4173.63 ms | 32.4% bf16 MFU | 125875 tok/s
step  142/19560 | loss 6.630524 (-1.26z)| norm 0.8538 (-1.08z)| lr 1.22e-04 | 4159.43 ms | 32.5% bf16 MFU | 125884 tok/s
step  143/19560 | loss 6.661499 (-1.22z)| norm 0.8521 (-1.08z)| lr 1.23e-04 | 4172.71 ms | 32.4% bf16 MFU | 125872 tok/s
